,0
5174,Polly Toynbee presumes that those in audience who questioned Miliband have to be on the right without any evidence to support her #newsnight
5175,Watching 'Ask Nigel Farage' and all I can think of is @elliesmurphy and her presentation...
5176,RT @GMBCouncillors: Sweating PM Cameron slammed over cuts and NHS on #bbcqt http://t.co/oYUmJTfGkX
5177,RT @grannymary58: @JimForScotland the only folk to bring down a labour govt will be labour! the only way David Cameron will get back in is …
5178,RT @94Reecehughes: SNP also said if they go in power if you deck a bird on a Sunday sesh in walkabout you get a pint or a half price pitcher
5179,RT @JimmyL1912: Nicola sturgeon talking about child poverty in Scotland at a five star hotel and flying about in her own private helicopter…
5180,@rapwest @Historywoman @Bruced872 @softmutt @iainjwatson I worry more abt Tories. They're focused on England + EVEL. Cd play into SNP hands.
5181,RT @danlocky1: VE Day 70th anniversary looms. I 'interviewed' Ed Miliband today. Just hope we don't need another Churchill...
5182,I almost got turned by nick clegg on #bbcqt but after watching this I remember why I support @TheGreenPart xx  https://t.co/TLZzdQtXCN
5183,Farage is such an amazing orator.
5184,"RT @LabourEoin: In a 28 minute interview tonight, David Cameron told 24 lies... I'll write up a list of them but you can scroll my tweets f…"
5185,@bbcnickrobinson @Ed_Miliband Nick you are just a failed Tory wannabe.  Ever heard of impartiality? ?
5186,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
5187,NIGEL FARAGE IS A TWAT
5188,"New post: ""Toronto’s Afrikan Petty Bourgeois Elements in Bed with Conservative Mayor John Tory*"" http://t.co/QhQdUe0bda"
5189,RT @Ed_Miliband: I want to be completely clear: there will no coalition and no deals with the SNP. #bbcqt
5190,"RT @ThomasEvansUKIP: #BBC debates today:
3 Stooges 8pm
#Sturgeon 9:30pm
Leanne #Wood 10:40pm
#Farage 10:50pm
Farage left to last with Wales…"
5191,RT @MichaelH14: Ed Miliband : it wasn't the spending on teachers &amp; nurses in Britain that crashed the global economy. 'Bout time someone sa…
5192,"RT @mrjamesmack: Why wasn't this the Labour line? ""the SNP should support us when we remove Cameron, but we won't support their plans to br…"
5193,"RT @thomasmessenger: For all Tories claiming that Labour overspent and thus caused a global financial crisis, ahem... http://t.co/DkLwCwzhDA"
5194,"@Jonathan_Rowson 
1) Spun as agreeing with people ""who want to break up our country""
2) Fair point but wld alow SNP to reject
3) no pol gain"
5195,RT @BuzzFeedUKPol: Tory MPs are all mysteriously tweeting the same description of David Cameron #bbcqt http://t.co/BCQjLDclVJ http://t.co/W…
5196,RT @PoliticalReactz: Whenever Nigel Farage talks http://t.co/J61e4SAd1J
5197,@thelastleg #isitok that I can't understand what Nicola Sturgeon is saying?
5198,RT @GerardWoodhous1: Wow. Tory MPs can read each others' minds and type and the exact same time................ #BBCqt http://t.co/cfhNO9C3…
5199,RT @Le_Figaro: David Cameron domine le dernier débat de la campagne électorale britannique http://t.co/9KXtl3ekWB
5200,"@JimForScotland @WingsScotland It's labour that is refusing to deal with @theSNP, so you're the ones letting the Tories in. Idiot!"
5201,"@JarlOfCaledonia Just asking..was this ""plea"" a reflection on the number of Yes voters in her own constituency and her alliance with Tories?"
5202,Oh i think there are more people on the left hand side in this audience i hope farage will survive
5203,RT @euanwrites: @NicolaSturgeon having to explain the fundamentals of democracy to a particularly bitter unionist. So angry and uninformed.…
5204,David Cameron domine le dernier débat de la campagne électorale britannique http://t.co/zQkPBlFUEC
5205,"RT @CZMartin07: David Cameron is a sociopath who's embarked on a regime of social cleansing directed at the poorest, most vulnerable people…"
5206,"@gregmac_p Ed Miliband is Joffrey, Nicola is Olena Tyrell"
5207,RT @ScotNational: A bit late tonight .. Miliband prefers Cameron as PM to working with SNP. Tommorrow's front page from @scotnational http:…
5208,What issue of overspending Danny? The Tories supported Labour's spending plans. Osborne even said it was a lie they wouldn't. #newsnight
5209,Nigel Farage would make a good Thomas the Tank Engine character.
5210,"RT @MirrorPolitics: Bill Grimsey: Ignore Tory propaganda, the high street tells you where our economy’s really at http://t.co/WhZORaT6pY ht…"
5211,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
5212,wow. https://t.co/m06YZH3EUT
5213,"""We're not actually in Europe!""

Oh fuck off. #Farage"
5214,RT @ScotNational: A bit late tonight .. Miliband prefers Cameron as PM to working with SNP. Tommorrow's front page from @scotnational http:…
5215,RT @LHMackay: @richclements @UKLabour I have always voted labour but wouldn't if I thought Ed would make a pact with SNP
5216,"So good @jon_bartley - heard loud and clear, we're against austerity and would not prop up a tory government https://t.co/zVWeQ3zL5T"
5217,"RT @MaddisonGR: @TheEgo74 Well, under this Tory govt we've had McLeish &amp; Lambert #justsayin"
5218,farage taking questions from an audience in birmingham...sticky.
5219,@Munchbunchsdad @LouiseMensch the cash-in-hand brigade have always voted Tory.
5220,Settling down to watch the lizard king himself Nigel Farage dig himself a deeper grave #hypnotoad
5221,"RT @WalesForIndy: Did you hear that No Voters?

Your Labour leader prefers a Tory Govt rather than a stronger voice for Scotland.

Well don…"
5222,"The PM won the debate while Miliband felt the heat. Via @MailOnline, @LouiseMensch (#bbcqt) - http://t.co/aEwfx4qWIk http://t.co/3O4OWwDvwM"
5223,@scepticalscot @Historywoman @Bruced872 @softmutt @iainjwatson he's left it to the last week but I think we all knew the snp will b isolated
5224,"RT @Carra23: Thought Ed Milliband came out on top tonight but the best words tonight were from the audience numerous times ""but that wasn't…"
5225,"RT @NHAparty: We need a strong NHS for a strong economy. Tories have got it wrong way round. Invest in healthcare. Good for economy, good f…"
5226,RT @Kevin_Maguire: The Sun's Tory-SNP alliance gives away the Conservative strategy: Vote SNP and get Cameron and Murdoch
5227,RT @MirrorPolitics: Ed Miliband was so passionate he tripped off the #BBCQT stage http://t.co/8SxLZqviTK http://t.co/pQSebWzNUg
5228,RT @PeteWishart: We now know what Lab would do if Tories were the largest party but together we could lock them out. Labour would leave the…
5229,"Unlike the other leaders, Nigel Farage will speak frankly about any future coalition with his one MP. #AskNigelFarage #bbcqt"
5230,Jacob Zuma and Ed Miliband are living proof that looking like a genetic experiment doesn't have to stop you from entering politics. #GE2015
5231,"RT @raeesk27: Great performance from David Cameron, showed he's the ideal man to lead this country for the next five years. #bbcqt"
5232,"RT @mrmarksteel: Tomorrow Miliband will say 'let me tell you this, I'm not even voting for myself in case I do a deal with the SNP'."
5233,How come farage has his own show??? Hope he does well and takes more of Tory vote
5234,RT @MirrorPolitics: Sweating PM Cameron slammed over cuts and NHS on #bbcqt http://t.co/8iUC9pZGwI http://t.co/pQFFvtsi7v
5235,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
5236,Disingenuous of Tory high command to attack Labour's record on spending when they supported every spending plan till 08 crisis. #GE2015
5237,RT @1manandhisbeard: Settling down to watch the lizard king himself Nigel Farage dig himself a deeper grave #hypnotoad
5238,RT @DavidPBMaddox: Ed Miliband has tonight threatened Scottish voters...he has basically said if you vote SNP I will let Cameron back into …
5239,"RT @abstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) http://t.c…"
5240,RT @FootballInT80s: Nice to see Ed Miliband paying homage to the 1 year anniversary of the Gerrard slip by surfing his way off the stage. #…
5241,RT @josepicardoSHS: Can you imagine David Cameron or Ed Milliband ever doing something like this? http://t.co/Ks3e0uGAzD cc @SHSMockElection
5242,SNP are the only party I trust. Their clear message is they will stand up for Scotland at Westminster. #SNPbecause http://t.co/ngOzCePygV
5243,The bit where Ed Miliband asked Brand where he got his kitchen from #lastleg #Milibrandcuts
5244,RT @james_askwith: @scottieh419 @no_ukip people just trying to discredit UKIP mate. I sense people may be fearful of Labour losing their st…
5245,"RT @GracieSamuels: #bbcqt Tories WILL make £12 BILLION CUTS to the benefits of the working poor, child benefit, disability benefit &amp; NHS &amp; …"
5246,"RT @BBCNews: Friday's i: ""No deal with SNP"" http://t.co/Ui6owZLX3L (via @suttonnick) #TomorrowsPapersToday #BBCPapers"
5247,"RT @DisabledScot: @blairmcdougall @ScotlandTonight @bbcqt If Ed thinks Scots will suddenly rush to vote Labour, we'll vote SNP, Labour just…"
5248,"Great start by Farage here 'I like Europe it's got different people, different languages, different places....'"
5249,"RT @scarletmonahan: THE BILE SOAKED TORY POLITICS, OF POVERTY, SICKNESS &amp; DEATH. http://t.co/1U9H2wUEBi  @GMagnaCarta @dayalshambhu887 @Peg…"
5250,"RT @thomasmessenger: For all Tories claiming that Labour overspent and thus caused a global financial crisis, ahem... http://t.co/DkLwCwzhDA"
5251,RT @PeteWishart: We now know what Lab would do if Tories were the largest party but together we could lock them out. Labour would leave the…
5252,RT @temcterrier1977: Clegg. Praising the delights of democracy. A man whose party got 8% of the commons dictating government policy. You co…
5253,"RT @JamesMelville: #SNPbecause the establishment wanted Scotland to stay &amp; have a say. 
#SNP are coming to Westminster to have that say. ht…"
5254,A good question for many re-standing Tory MPS. If they can't make it to local debates what exactly ARE they all doing? #GE2015 #VoteLabour
5255,"RT @FraserNelson: So no wonder #bbcqt audience bridled when Miliband did not accept that Labour vastly overspent, leading to depth of today…"
5256,"Time for Farage. In Birmingham. LOL.
I just said 'lol'.
This is serious.
Shoot me.
My time has come.
#Election2015 #AskNigelFarage"
5257,"RT @NicolaSturgeon: If Miliband is going to let Tories in rather than work with SNP, we will definitely need lots of SNP MPs to protect Sco…"
5258,RT @exlabourite: The viewing figures will be higher for this 30 mins of #Farage than the full length of the 'leaders' questions... 🙊 #AskNi…
5259,"RT @PeteWishart: The winner of this 'debate' is Nicola Sturgeon, again. And she's not even there. #bbcqt"
5260,"RT @Mangal2: Kebab Gov Poll:
10% Cameron
25% Miliband
5% Clegg
60% Kebabs.

Kebabs are the winners. Vote for kebabs. Trust in kebabs, nothi…"
5261,"RT @Effiedeans: I never attack SNP supporters personally I only attack SNP arguments. Attack my arguments, not me!
http://t.co/Y2Z5eIv9lw #…"
5262,now after enduring the debate we have fuckwit farage on  tv out window
5263,"RT @FraserNelson: So no wonder #bbcqt audience bridled when Miliband did not accept that Labour vastly overspent, leading to depth of today…"
5264,"@Redrho70 @NicolaSturgeon NORMAL WM procedure?:ou put fwd a manifesto &amp; invite others to vote? SNP blew it with ""Lock out Tories"""
5265,UKIP Leader @Nigel_Farage on the difference between #Europe and the #EU #AskNigelFarage http://t.co/paFcHEzAMt
5266,Expect Miliband https://t.co/XIG5VX0x8i
5267,RT @IndiScot: Milliband would rather none of his policies implement in favour of Tories implementing theirs. Why? ESSNNPP BAD! what a crock…
5268,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
5269,@JohnMcEwan1 @DietmarHamann utter nonsense. Dimbleby  overrode any challenge to Cameron's answers but it was a free for all with milliband
5270,RT @jamesosh: Clegg talking crap on tuition fees. He wasn't between 'rock and hard place'. I was in the room when he decided to vote for it…
5271,"RT @Ioanbellin: Only a vote for @Plaid_Cymru will lock the Tories out of Number 10, Miliband would walk away from a deal to keep Cameron ou…"
5272,RT @iainmartin1: An Audience with Nigel Farage? This format has gone downhill since the glory days of An Audience with Billy Connolly.
5273,"RT @Tommy_Colc: Financial Times come out in support of Tories claiming Miliband is ""preoccupied w/ inequality"". The man who wrote it http:/…"
5274,"RT @abstex: The FT is backing the Tories. On an unrelated note, here's a photo of FT leader writer Jonathan Ford (next to Boris) http://t.c…"
5275,"RT @BerthanPete: @JimForScotland The only one threatening to let the Tories in is your boss, Ed Miliband. But you'll take the flak. And des…"
5276,RT @boycottTheBBC: @JimForScotland your boss just said fuck off to the Scottish people. Would rather let Tories in than give Scotland a voi…
5277,RT @MartinMcArthur: Ed Milliband had the most diffcult questions on the nite but stood his ground &amp; answered strongly while cameron dodged …
